prioritaet,claude_urteil,claude_konfidenz,claude_begruendung,pattern,oem,modell,anwendung,hmi_typ,can_bus,can_reason,preis_eur,preis_beleg,sprache,reason,bild_url,quell_seite,harvested_at,dedup_status,pipedrive_firma,pipedrive_anwendung,match_score
X,Out-of-Scope,0.0,"Die Seite enthält keinen analysierbaren Text; es kann nicht überprüft werden, ob es sich um eine kettengetriebene Maschine handelt.",P8,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,,Kein Text vorhanden zur Analyse,https://media.sandhills.com/img.axd?id=8012884899&wid=4326185391&rwl=False&p=&ext=&w=350&h=220&t=&lp=&c=True&wt=False&sz=Cover&rt=0&checksum=RqeGmvnu8W2CaWxNqVjE073tz3Fk%2F65IViqYs%2Bw61X0%3D,https://www.marketbook.com.na/listings/track-stump-grinders-forestry-equipment-for-sale-in-pelion-south-carolina/?Category=31460&State=SOUTH%20CAROLINA&City=PELION,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P15,,,,unklar,unklar,,,,,,https://www.seppi.com/wp-content/uploads/H5-rc-MAX-75-le-SEPPI-mulcher-flail-schlegelmulcher-remote-radio-control-tool-carrier-vehicle-funkgesteuert-raupenfahrzeug-portratrezzi-cingolato-radiocomandato-automoteur-bm0.png,https://www.seppi.com/en-us/products/tracked-tool-carriers-and-attachments-3/h5-rc/,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P8,,,,unklar,unklar,,,,,,https://www.farmry.com/cdn/shop/files/11_57226195-da74-4ab6-95a3-cd269a1c7ed3_1800x.jpg?v=1783154226,https://www.farmry.com/collections/remote-control-mowers?srsltid=AfmBOoqSafNsp1GkfP8Gav_j0L-jO11Cpu2EbHjOL0Ub29zcZuTPX9ev,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P16,,,,unklar,unklar,,,,,,https://pek-agrobot.com/wp-content/uploads/2025/09/Group1000004342.png,https://pek-agrobot.com/shelper/,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P6,,,,unklar,unklar,,,,,,https://www.colmac-italia.com/wp-content/uploads/2026/02/Tucano-550-M-PLUS.png,https://www.colmac-italia.com/prodotto/motocarriola-cingolata-con-pedana-operatore/?srsltid=AfmBOooIR-99rqhiq789dY_fKRJhdBzJ36D5RzM0Lo7da0SYuxaymyUW,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P6,,,,unklar,unklar,,,,,,https://bettiga.com/wp-content/uploads/2024/06/motocarriola-350kg-tekna.jpg,https://bettiga.com/prodotto/motocarriola-a-cingoli-tt350-tekna/,2026-07-28,neu,,,0.0
X,Out-of-Scope,0.95,"Der Text behandelt Tiefsee-Bergbau-Roboter, nicht kettengetriebene Baumaschinen wie Bagger oder Lader; zudem enthält der Seitentitel keinerlei technische Spezifikationen oder Produktinformationen.",P11,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,Englisch,Keine Steuerungs-Informationen im Text vorhanden,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=1426830849484524,https://www.facebook.com/MultiTechInfoo/posts/deepsea-mining-robots-operate-thousands-of-meters-below-the-ocean-surfacethey-ca/1426834639484145/,2026-07-28,neu,,,0.0
X,Out-of-Scope,1.0,Keine Produktinformationen oder Seitentext bereitgestellt.,P10,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,,Keine Seite vorhanden; leerer oder fehlender Seitentext,https://i.machinio.com/thumb/1ug7a81/1103741281/ddf6/2026-sdlanch-cdws25-mini-crawler-tracked-dumper.jpg,https://www.machinio.com/cat/mini-crawler,2026-07-28,neu,,,0.0
X,Out-of-Scope,0.95,Der eingereichte Text ist leer oder enthält keinen Inhalt zur Analyse.,P10,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,,Keine Seite/kein Text vorhanden,https://sc04.alicdn.com/kf/Hd794d449ab1f4918a2ab3c8be515db65T.jpg,https://www.alibaba.com/product-detail/HUAYEE-Mini-Dumper-Manufacturer-500kg-Cheap_1601159697915.html,2026-07-28,neu,,,0.0
X,Out-of-Scope,1.0,TikTok ist eine Social-Media-Plattform und keine kettengetriebene Maschine oder ein Datenblatt; die Seite enthält keinerlei Produktinformationen.,P8,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,Deutsch,"Keine Steuerungs-Informationen vorhanden - dies ist eine Social-Media-Plattform, keine Produktseite",https://www.tiktok.com/api/img/?itemId=7626787200235244823&location=0&aid=1988,https://www.tiktok.com/@machinerynation/video/7626787200235244823,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P6,,,,unklar,unklar,,,,,,https://indors.eu/images/Fbc-Maniago/Biotrituratori/Fbc-Cip8-Du/1920/top.webp,https://indors.eu/garden-shredders-and-wood-chippers/10482-fbc-cip8-du-self-propelled-wood-chipper-on-power-wheelbarrow-8-cm.html,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P16,,,,unklar,unklar,,,,,,https://www.allynav.com/wp-content/uploads/2025/06/Farm-Spray-Robot-for-Precision-Chemical-Application.png,https://www.allynav.com/precision-agriculture-solutions/agricultural-robots/,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P15,,,,unklar,unklar,,,,,,https://www.seppi.com/wp-content/uploads/MICROSOIL-rc-SEPPI-mulcher-stonecrusher-steinbrecher-frantumasassi-remote-radio-control-funkgesteuert-header1-1000x883.png,https://www.seppi.com/en-ca/products/tracked-tool-carriers-and-attachments-2/microsoil-rc/,2026-07-28,neu,,,0.0
X,Out-of-Scope,1.0,"Der bereitgestellte Text ist leer oder nicht vorhanden, daher kann keine Maschinenanalyse durchgeführt werden.",P16,,,AUSSER SCOPE: keine Raupenmaschine,,,,,,,Keine Seite vorhanden - leerer/fehlender Text,https://www.greenworkstools.com/cdn/shop/files/2552702_5.jpg?v=1776061578,https://www.greenworkstools.com/products/40v-14-cordless-battery-bl-push-lawn-mower-w-4-0ah-battery-charger?srsltid=AfmBOoreguJSoADkPFgX5odQgYeq4Wd0AgP-reGnJx8V6xaFkaTwibnx,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P10,,,,unklar,unklar,,,,,,https://houseofcontractors.com/cdn/shop/files/CMF_Main_Image-Photoroom.jpg?v=1749150752&width=1946,https://houseofcontractors.com/products/cormidi-cmf1200-ri-steel-hydrostatic-track-dumper-1200kg-2646lb-capacity?srsltid=AfmBOorgn8PkM8cHTJgZ5tf5kxSD6AuQnde9JZp5QONIKGfwuMkd81Xa,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P15,,,,unklar,unklar,,,,,,https://en.energreen.it/wp-content/uploads/2020/03/01_RoboMAX_HEAD_180_Mulching_Head_1024x996px.jpg,https://en.energreen.it/green-maintenance-machines-energreen/robo-remote-controlled-tool-carriers/forestry-mulcher/attachments-robomax/mulcher-head-180/,2026-07-28,neu,,,0.0
X,Out-of-Scope,1.0,Der Seitentext ist leer und enthält keine Produktinformationen.,P16,,,AUSSER SCOPE: keine Raupenmaschine,,,,,,,Keine Seite vorhanden - Eingabe ist leer,https://image.made-in-china.com/43f34j00gBEkPTwnECuJ/China-Landward-0860ld-Walk-Behind-Lawn-Mower-Efficient-Agricultural-Grass-Mower-High-Quality-Stubble-Mower-Home-Use-Self-Propelled-Courtyard-Finish-Mower.webp,https://www.potyambiental.com.br/productSearch/pictureSearch?id=15028343010230,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P10,,,,unklar,unklar,,,,,,https://mechnair.com.au/wp-content/uploads/2025/07/cl35-4f_02-500x466.jpg,https://mechnair.com.au/listings/kato-tracked-loader/,2026-07-28,neu,,,0.0
X,Out-of-Scope,0.95,"Es wurde kein Seitentext bereitgestellt, daher kann nicht überprüft werden, ob es sich um eine kettengetriebene Maschine handelt.",P10,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,,Kein Seitentext vorhanden,https://sc04.alicdn.com/kf/Aa8755b683e654fb0aab40b5fe35a3534R.jpg,https://www.alibaba.com/product-detail/VOLNOS-6-5hp-Power-New-Mini_11000023557421.html,2026-07-28,neu,,,0.0
X,Unsicher,0.0,"Der Eingabe-Seitentext ist leer, es können keine Informationen extrahiert werden.",P16,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,,Kein Seitentext vorhanden,https://sc04.alicdn.com/kf/Hf3315d3e252a47a99f57d39b6902442cR.jpg,https://www.alibaba.com/product-detail/Sinolink-walking-behind-tracked-mower-riding_1601198581760.html,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P16,,,,unklar,unklar,,,,,,https://www.protoolreviews.com/wp-content/uploads/2017/10/Altoz-TRX-660i_21.jpg,https://www.protoolreviews.com/altoz-trx-zero-turn-mower/,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P9,,,,unklar,unklar,,,,,,https://hopetechnik.com/wp-content/uploads/2022/12/HOPE-Technik-Firefighting-Robot-scaled.jpg,https://hopetechnik.com/product/firefighting-robot/,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P16,,,,unklar,unklar,,,,,,https://www.allynav.com/wp-content/uploads/2025/06/Orchard-Robotics-for-Smart-Tree-Crop-Management.png,https://www.allynav.com/precision-agriculture-solutions/agricultural-robots/,2026-07-28,neu,,,0.0
X,Unsicher,0.0,Kein Seitentext bereitgestellt; Bewertung nicht möglich.,P8,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,,Keine Seitentext vorhanden - kann nicht evaluiert werden,https://media.sandhills.com/img.axd?id=10015484584&wid=4326182721&rwl=False&p=&ext=&w=614&h=460&t=&lp=&c=True&wt=False&sz=Max&rt=0&checksum=BhoY3o6P2RT5m0WHjiizApYm9HIWgaFu%2BwhWtUjd1OI%3D,https://www.asapequip.com/inventory/?/listing/for-sale/249813469/2026-bomag-bmp8500-walk-slash-tow-behind-compactors?dlr=1&locationid=350003851836&settingscrmid=15924270&IsShowroom=1,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P15,,,,unklar,unklar,,,,,,https://www.seppi.com/wp-content/uploads/H5-rc-MAX-75-le-SEPPI-mulcher-flail-schlegelmulcher-remote-radio-control-tool-carrier-vehicle-portratrezzi-cingolato-radiocomandato-automoteur-header1-1000x883-1.png,https://www.seppi.com/en-us/products/tracked-tool-carriers-and-attachments-3/h5-rc/,2026-07-28,neu,,,0.0
X,Out-of-Scope,1.0,Der Seitentext ist leer; es kann keine Analyse durchgeführt werden.,P9,,,AUSSER SCOPE: keine Raupenmaschine,,,,,,,Keine Seitentext vorhanden - unmöglich zu analysieren,https://cdn.sanity.io/images/7p2whiua/production/9c00ab5e9754851240df09c6e7bbbeead13cc92b-2048x1536.jpg,https://www.isigny-sur-mer.fr/?r=18785685011700,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P16,,,,unklar,unklar,,,,,,"https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_389,h_260/https://www.futurefarming.com/app/uploads/2026/04/Robot-Vermue-1-clean-png-389x260.png",https://www.futurefarming.com/tech-in-focus/field-robots/two-year-test-with-slopehelper-vineyard-robot-in-slovenia/,2026-07-28,neu,,,0.0
X,Unsicher,0.0,"Der Seitentext ist leer, daher keine Bewertung möglich.",P8,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,,Kein Seitentext vorhanden - keine Analyse möglich,https://media.sandhills.com/img.axd?id=9013631724&wid=4326182721&rwl=False&p=&ext=&w=350&h=220&t=&lp=&c=True&wt=False&sz=Cover&rt=0&checksum=ksS99ofShpK0NqJmrB5jBfOg%2F5pSvjvMDp4TqvjZtH0%3D,https://www.machinerytrader.com/listings/track-stump-grinders-forestry-equipment-for-sale-in-atlanta-georgia/?Category=31460&State=GEORGIA&City=ATLANTA&srsltid=AfmBOoqofeBZ5skoWatmv17wjRDJ73eVCDhzfoUir4pc9Fgv8Hm9MFwK,2026-07-28,neu,,,0.0
X,Out-of-Scope,1.0,Seitentext ist leer/enthält keine Produktinformation.,P8,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,,Keine Produktseite/kein Datenblatt vorhanden - Text ist leer oder enthält nur Anweisungen.,https://cdn.dealerspike.com/imglib/v1/800x600/imglib/Assets/Inventory/74/5D/745DB665-4272-47C2-9535-FE6001081719.jpg,https://www.ditchwitchla.com/NEW-Inventory-Carlton-Grinder-SP7015-TRX-Series-Ditch-Witch-of-Louisiana-16948982,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P16,,,,unklar,unklar,,,,,,https://www.allynav.com/wp-content/uploads/2025/12/%E9%9A%94%E7%A6%BB%E6%A8%A1%E5%BC%8F-6.png,https://www.allynav.com/precision-agriculture-solutions/agricultural-robots/,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P6,,,,unklar,unklar,,,,,,https://bettiga.com/wp-content/uploads/2024/07/imer-equipment-taurus-700-2-_1_.webp,https://bettiga.com/prodotto/motocarriola-cingolata-imer-700/,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P11,,,,unklar,unklar,,,,,,https://media.springernature.com/lw685/springer-static/image/chp%3A10.1007%2F978-3-031-89114-4_13/MediaObjects/625588_1_En_13_Fig2_HTML.jpg,https://link.springer.com/chapter/10.1007/978-3-031-89114-4_13,2026-07-28,neu,,,0.0
X,Out-of-Scope,0.95,"Der Text ist ein reiner Nachrichtenartikel-Titel ohne Produktdaten; unklar ob überhaupt kettengetriebene Maschine, keine technischen Informationen zu Steuerung, CAN-Bus oder Spezifikationen vorhanden.",P16,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,Englisch,Kein HMI-Typ identifizierbar; es handelt sich um einen Nachrichtenartikel-Titel ohne technische Spezifikationen.,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=1000938592704347&get_thumbnail=1,https://www.facebook.com/StartupSelfieOfficial/posts/this-little-robot-sprays-an-entire-orchard-by-itself-/1473660408125738/?locale=de_DE,2026-07-28,neu,,,0.0
X,Out-of-Scope,1.0,"Dies ist eine Unternehmenswebsite eines Steinbearbeiters, nicht eine Produktseite einer kettengetriebenen Baumaschine; es werden Materialsorten und Oberflächenfinishes beschrieben, keine Maschinen zum Verkauf.",P16,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,Spanisch,"Dies ist die Website eines Granitverarbeitungsbüros (GRANISA), das Naturstein schneidet, poliert und veredelt. Keine kettengetriebene Maschine vorhanden.",https://ae-pic-a1.aliexpress-media.com/kf/Sb9f8e63bfebd45dab68d160e732eaa79q.png,https://www.granisa.com/?o=41087371051450,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P8,,,,unklar,unklar,,,,,,https://houseofcontractors.com/cdn/shop/files/CMF_Compartment-Photoroom.jpg?v=1749150752&width=1946,https://houseofcontractors.com/products/cormidi-cmf1200-ri-steel-hydrostatic-track-dumper-1200kg-2646lb-capacity?srsltid=AfmBOooT7LfGyMTldUJo1izsifLxiAalM4QR_srwjbYMKlgrXu9CiBvM,2026-07-28,neu,,,0.0
X,Out-of-Scope,0.0,Der bereitgestellte Seitentext ist leer oder enthält keine Produktinformationen zur Analyse.,P8,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,,Keine Seitentext-Inhalte bereitgestellt; Analyse nicht möglich.,https://media.sandhills.com/img.axd?id=9017968049&wid=4326182721&rwl=False&p=&ext=&w=350&h=220&t=&lp=&c=True&wt=False&sz=Cover&rt=0&checksum=HVpDx96zJi8Jvd5%2F7%2B2ZBNtwP1gg9AhwIPPC5m6EQPI%3D,https://www.machinerytrader.com/listings/track-stump-grinders-forestry-equipment-for-sale-in-atlanta-georgia/?Category=31460&State=GEORGIA&City=ATLANTA&srsltid=AfmBOoodNUEZGKJmUtT-k2AzR1rjLtT8ZyJmvtlKzVXngiYA0S2zUC00,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P11,,,,unklar,unklar,,,,,,https://dot.la/media-library/graymatter-employee-programming-a-robot.jpg?id=31828358&width=800&quality=50,https://dot.la/graymatter-robots-industrial-jobs-2658343229.html,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P11,,,,unklar,unklar,,,,,,https://www.kuka.com/-/media/kuka-corporate/countries/austria/images/case-studies/baubot-case-study/kuka_baubot_large_image_03_1022x574px.jpg?rev=-1&w=1900&hash=EBDAEC15C431FBCB034EF356D9385EF7,https://www.kuka.com/en-us/industries/solutions-database/2024/11/baubot-kr-iontec,2026-07-28,neu,,,0.0
X,Out-of-Scope,1.0,Der bereitgestellte Seitentext ist leer und enthält keine Produktinformationen.,P8,,,AUSSER SCOPE: keine Raupenmaschine,,,,,,,Keine Produktseite vorhanden - Seitentext ist leer,https://media.sandhills.com/img.axd?id=9050944169&wid=3003529589&rwl=False&p=&ext=&w=350&h=220&t=&lp=&c=True&wt=False&sz=Cover&rt=0&checksum=%2BCuA5Uo6GHy%2F6IQJp5sSooGc%2B5qKgsdIUZ3foo0ZKlo%3D,https://www.machinerytrader.com/listings/track-stump-grinders-forestry-equipment-for-sale-in-atlanta-georgia/?Category=31460&State=GEORGIA&City=ATLANTA&srsltid=AfmBOorarjwj3S_wKFQGHa2uvCrOYJ4gqczzesIbJeImtyW98OsVcUC3,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P16,,,,unklar,unklar,,,,,,"https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_848,h_565/https://www.futurefarming.com/app/uploads/2022/05/IMG_IMG_20220420_101106-848x565.jpg",https://www.futurefarming.com/tech-in-focus/field-robots/two-year-test-with-slopehelper-vineyard-robot-in-slovenia/,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P16,,,,unklar,unklar,,,,,,https://roboticsandautomationnews.com/wp-content/uploads/2025/11/cnh-new-holland-robot-1.jpg,https://roboticsandautomationnews.com/2025/11/10/cnhs-new-holland-unit-unveils-robot-for-specialty-crop-farming/96407/,2026-07-28,neu,,,0.0
X,Unsicher,0.0,"Der Eingabe-Seitentext ist leer, es können keine Informationen extrahiert werden.",P16,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,,Kein Seitentext vorhanden,https://sc04.alicdn.com/kf/H24413dcbaa77427e922e4ce1d426c458c.jpg,https://www.alibaba.com/product-detail/Sinolink-walking-behind-tracked-mower-riding_1601198581760.html,2026-07-28,neu,,,0.0
X,Out-of-Scope,0.85,"Stubbenfräsen sind üblicherweise Rad- oder Anbaugeräte, nicht kettengetriebene Maschinen; der Text liefert keine Produktdetails zur Bestätigung.",P8,,,AUSSER SCOPE: keine Raupenmaschine,,,,,,Englisch,"Stubbenfräse (Stump Grinder) ist typischerweise eine Rad- oder Anbaumaschine, keine kettengetriebene Raupemaschine. Der Text ist zu kurz und enthält nur eine Überschrift/Link ohne technische Details.",https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=100070227213679,https://www.facebook.com/p/Carlton-Stump-Grinder-Remotes-100070227213679/,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P16,,,,unklar,unklar,,,,,,https://rtmachinery.co.uk/wp-content/uploads/2024/07/orec-zhr800-1-special-1200x1200.jpg,https://rtmachinery.co.uk/portfolio-item/orec-zhr800-zero-turn-stand-on-tracked-flail-special-offer/,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P9,,,,unklar,unklar,,,,,,https://www.fireproductsearch.com/wp-content/uploads/2013/11/Multifunctional-Firefighting-Robot-Vehicle-Image-2--300x212.png,https://www.fireproductsearch.com/multifunctional-firefighting-robot-vehicle/,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P16,,,,unklar,unklar,,,,,,https://pek-agrobot.com/wp-content/uploads/2023/11/LEAF-REMOVER.jpg,https://pek-agrobot.com/shelper/,2026-07-28,neu,,,0.0
X,Unsicher,0.0,"Der Eingabe-Seitentext ist leer, es können keine Informationen extrahiert werden.",P16,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,,Kein Seitentext vorhanden,https://sc04.alicdn.com/kf/H5b507f8950c24856a1cfc3d19d3bac39i.jpg,https://www.alibaba.com/product-detail/Sinolink-walking-behind-tracked-mower-riding_1601198581760.html,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P16,,,,unklar,unklar,,,,,,https://www.allynav.com/wp-content/uploads/2026/02/300N%E5%8D%95%E8%A1%8C%E5%8D%95%E5%88%97-scaled.png,https://www.allynav.com/precision-agriculture-solutions/agricultural-robots/orchard-robotics/,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P11,,,,unklar,unklar,,,,,,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11214-023-00964-0/MediaObjects/11214_2023_964_Fig27_HTML.png,https://link.springer.com/article/10.1007/s11214-023-00964-0,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P11,,,,unklar,unklar,,,,,,https://www.kuka.com/-/media/kuka-corporate/countries/austria/images/case-studies/baubot-case-study/kuka_baubot_small_image_04_1022x574px.jpg?rev=-1&w=1400&hash=CCD04EFA30F64C25DCBCD0E1243867A6,https://www.kuka.com/en-us/industries/solutions-database/2024/11/baubot-kr-iontec,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P6,,,,unklar,unklar,,,,,,https://www.verdefacile.eu/2777-large_default/motocarriola-cingolata-efco-tn-5600-honda.jpg,https://www.verdefacile.eu/it/meccanica/331-motocarriola-cingolata-efco-tn-5600-honda-8002166025820.html,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P16,,,,unklar,unklar,,,,,,https://www.datumalloys.com/wp-content/uploads/2025/04/vineyard-robot-autonomous.jpg,https://www.datumalloys.com/battery-powered-robots-transform-vineyard-management/,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P11,,,,unklar,unklar,,,,,,https://www.conjet.com/wp-content/uploads/2021/11/R557.png,https://www.conjet.com/northwest-cornell-road-tunnel/,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P6,,,,unklar,unklar,,,,,,https://indors.eu/45946-large_default/active-1430-dumper-body-400-kg-manual-hydraulic.jpg,https://indors.eu/power-barrows/10093-active-1430-dumper-body-400-kg-manual-hydraulic.html,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P15,,,,unklar,unklar,,,,,,https://energreenamerica.com/wp-content/uploads/2022/03/002_Slide_Mobile_RoboMAX_Forestry_Mulcher_Rev01.jpg,https://energreenamerica.com/green-maintenance-machines-energreen-america/robo-remote-controlled-tool-carriers/,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P15,,,,unklar,unklar,,,,,,https://abraequipmentsupply.com/wp-content/uploads/2023/06/Max-50-SMWA-155-2-1536x1070.jpg,https://abraequipmentsupply.com/tracked-tool-carriers/,2026-07-28,neu,,,0.0
X,Unsicher,0.0,"Der Seitentext ist leer oder nicht lesbar, daher keine Analyse möglich.",P8,,,AUSSER SCOPE: keine Raupenmaschine,,,,,,,Keine Seitentext vorhanden - kann nicht beurteilt werden,https://media.sandhills.com/img.axd?id=11016222255&wid=4326182721&rwl=False&p=&ext=&w=350&h=220&t=&lp=&c=True&wt=False&sz=Cover&rt=0&checksum=DhEEEOtlKzd9trhDZy23rUugoRcn8VX2oKrkZjsEIGg%3D,https://www.machinerytrader.com/listings/track-stump-grinders-forestry-equipment-for-sale-in-atlanta-georgia/?Category=31460&State=GEORGIA&City=ATLANTA&srsltid=AfmBOoqSXIWfcpDDlluXzmmdKtC4WZwqb3UepxIaSOChh_Dk9O48TJsr,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P15,,,,unklar,unklar,,,,,,https://en.energreen.it/wp-content/uploads/2021/05/08_Energreen_RoboEVO_Head_130_Mulching_Head_1024x996px.jpg,https://en.energreen.it/green-maintenance-machines-energreen/robo-remote-controlled-tool-carriers/radio-controlled-tracked-mower/equipment-for-tracked-mulcher-roboevo/mulching-head-130/,2026-07-28,neu,,,0.0
X,Out-of-Scope,0.0,Es wurde kein Seitentext zur Analyse bereitgestellt.,P8,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,,Keine Seite/Text vorhanden zum Analysieren,https://media.sandhills.com/img.axd?id=11016223267&wid=4326182721&rwl=False&p=&ext=&w=350&h=220&t=&lp=&c=True&wt=False&sz=Cover&rt=0&checksum=lBeFuZSb9pGbPbOgutdCAUoN2Kq4WYjn%2BunAEpK97cg%3D,https://www.machinerytrader.com/listings/track-stump-grinders-forestry-equipment-for-sale-in-atlanta-georgia/?Category=31460&State=GEORGIA&City=ATLANTA&srsltid=AfmBOopBtKhW4KIO76voqvtVup4Yl_5iXcUnr87a3qMJ5IuDQLKJYVmQ,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P8,,,,unklar,unklar,,,,,,https://www.gbequipment.ca/wp-content/uploads/2024/11/4267bb8f5a7ae09f429369a3352f337a.jpg,https://www.gbequipment.ca/catalog/rcu55/,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P6,,,,unklar,unklar,,,,,,https://www.verdefacile.eu/14309-thickbox_default/motocarriola-cingolata-ama-tag-500-td-dumper-idraulico.jpg,https://www.verdefacile.eu/it/meccanica/532-motocarriola-cingolata-ama-tag-500-td-dumper-idraulico-8005582369950.html,2026-07-28,neu,,,0.0
X,Out-of-Scope,0.99,Der Text ist ein Nachrichtenartikel über eine Person und enthält keine Informationen zu einer kettengetriebenen Maschine.,P9,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,English,"Es handelt sich um einen Nachrichtenartikel über eine Person (Campus Updates NG), nicht um eine Produktseite oder ein Datenblatt einer kettengetriebenen Maschine.",https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=1520806146728871,https://www.facebook.com/OfficialCampusUpdatesNG/posts/meet-muhammad-inuwa-abdullahi-a-final-year-information-technology-student-at-the/1520806173395535/,2026-07-28,neu,,,0.0
X,Out-of-Scope,0.99,Dies ist eine Captcha-Verifizierungsseite ohne Produktinhalte – keine kettengetriebene Maschine.,P10,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,Englisch,Keine Produktinformation vorhanden; nur Captcha-Seite von Walmart,https://i5.walmartimages.com/seo/Agrotk-Mini-Skid-Steer-Loader-23HP-Rato-Gas-EPA-Engine-Stand-on-Compact-Tracked_a560f021-9616-45fe-a2d6-90ade3666995.66a7e6f132fae9463ff36ae2a83f39ef.jpeg,https://www.walmart.com/browse/auto-tires/vehicles/agrotkindustrial/91083_5320758/YnJhbmQ6YWdyb3RraW5kdXN0cmlhbAieie,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P10,,,,unklar,unklar,,,,,,https://www.constructionbriefing.com/Images/1260x628/20240205-211258-Yanmar-1.jpg,https://www.constructionbriefing.com/news/yanmar-introduces-its-first-compact-track-loaders-to-north-america/8034920.article,2026-07-28,neu,,,0.0
B,Unsicher,0.0,,P6,,,,unklar,unklar,,,,,,https://www.unimecitalia.com/content/prodotti/minitransporter/fg3308.jpg,https://www.unimecitalia.com/en/minitransporterfg-3308.html,2026-07-28,neu,,,0.0
X,Out-of-Scope,0.95,"Es wurde kein Seitentext bereitgestellt, daher kann nicht geprüft werden, ob es sich um eine kettengetriebene Maschine handelt.",P16,,,AUSSER SCOPE: keine Raupenmaschine,unklar,unklar,,,,,Keine Produktseite oder Datenblatt vorhanden; leere oder ungültige Eingabe.,https://cdnmedia.endeavorsuite.com/images/organizations/e0f9b23f-8a43-4d38-bf8f-fe4eb37a23ff/inventory/13400014/WEB-2021-Cyclone-Flail-Mower-Track-Beauty-11-of-11-762x456.jpg,https://www.shopcanbyrental.com/search/inventory/brand/Orec/type/Brush%20Cutters/type/Tracked%20Walk%20Behind%20Flail%20Mower,2026-07-28,neu,,,0.0
